temer;deputados;politicos;aborto;regiao;escolaridade;sexo;idade;freqmissa;impreligiao;renda;protest;policiaprop;publiprop;propina;miliprop;assassinato;confjust;confinst;confsistema;orgulhosist;apoio;orgulhobra;confexercito;confcongresso;confmilitar;confpartido;confpresidente;confcomunic;confeleicao
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Sudeste;6;Male;31;Never or almost never;Very Important;6;No, I have not participated;Yes;No;Yes;Yes;Yes;7;4;5;4;5;6;6;5;3;4;5;4;4
Bad;Neither well nor poorly;More than half of them;Sim;Região Nordeste;4;Male;44;Once or twice a year;Not Very Important;9;No, I have not participated;No;No;No;No;Yes;4;5;2;3;4;6;7;4;6;4;4;4;3
Good;Well;More than half of them;Sim;Região Nordeste;0;Male;67;Never or almost never;Very Important;2;No, I have not participated;No;No;No;No;Yes;7;7;7;7;7;7;7;7;7;7;7;7;7
Very Bad;Neither well nor poorly;All;Sim;Região Nordeste;11;Female;39;Once a month;Very Important;2;No, I have not participated;No;No;No;No;No;3;2;1;1;1;7;2;1;1;1;1;1;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Nao;Região Centro-Oeste;11;Female;19;More than once a week;Very Important;4;No, I have not participated;Yes;No;No;No;Yes;1;2;1;2;1;7;1;1;1;1;1;2;1
Bad;Neither well nor poorly;All;Sim;Região Sudeste;14;Female;35;Once a month;Very Important;16;No, I have not participated;No;No;No;No;Yes;3;2;1;1;2;7;4;2;1;1;1;3;1
Neither Good nor Bad (Fair);Very poorly;NA;Nao;Região Centro-Oeste;3;Male;65;More than once a week;Very Important;3;No, I have not participated;No;No;No;No;No;1;3;2;5;NA;6;6;NA;7;5;6;NA;NA
Neither Good nor Bad (Fair);Neither well nor poorly;Less than half of them;Sim;Região Nordeste;0;Male;68;Once or twice a year;Very Important;11;No, I have not participated;No;No;No;No;Yes;4;5;6;3;2;6;7;1;7;6;4;3;5
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Sudeste;11;Female;17;Never or almost never;Very Important;7;No, I have not participated;No;No;No;No;Yes;5;4;1;3;1;5;6;5;5;1;1;7;5
Neither Good nor Bad (Fair);Poorly;More than half of them;Nao;Região Sudeste;4;Male;56;More than once a week;Very Important;11;No, I have not participated;No;No;No;No;Yes;6;7;5;5;4;7;6;2;5;2;4;7;6
Neither Good nor Bad (Fair);Poorly;More than half of them;Sim;Região Centro-Oeste;11;Female;36;Once or twice a year;Very Important;7;No, I have not participated;No;No;No;No;Yes;4;3;1;1;1;7;4;1;4;1;1;4;1
Neither Good nor Bad (Fair);Very poorly;All;Sim;Região Sudeste;8;Male;84;Once or twice a year;Very Important;12;No, I have not participated;No;No;No;No;No;4;1;1;1;4;7;7;1;4;1;2;4;2
Neither Good nor Bad (Fair);Well;More than half of them;Sim;Região Sudeste;11;Male;23;Once a month;Very Important;16;No, I have not participated;No;No;No;No;No;3;6;5;1;3;6;1;1;1;1;1;3;1
Bad;Neither well nor poorly;More than half of them;Sim;Região Norte;10;Male;41;More than once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;1;7;1;1;1;7;7;1;3;1;1;4;1
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Centro-Oeste;8;Male;36;Never or almost never;Very Important;16;No, I have not participated;No;No;No;No;Yes;1;2;1;1;1;1;3;2;2;1;1;4;1
Very Bad;Very poorly;All;Sim;Região Nordeste;11;Female;36;Never or almost never;Somewhat Important;2;No, I have not participated;Yes;No;No;No;Yes;1;3;1;1;1;1;4;1;1;1;1;3;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Nao;Região Norte;5;Female;45;More than once a week;Very Important;7;No, I have not participated;No;No;Yes;No;Yes;1;5;1;3;2;7;7;5;7;1;1;5;1
Very Good;Very poorly;All;Sim;Região Sul;5;Male;36;Never or almost never;Very Important;10;No, I have not participated;No;No;No;No;Yes;3;4;2;2;1;5;6;4;5;2;4;6;2
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Sudeste;7;Male;20;Once a month;Somewhat Important;9;No, I have not participated;Yes;No;No;No;Yes;3;4;4;4;3;7;6;4;4;3;3;4;4
Good;Neither well nor poorly;Half of them;Sim;Região Sudeste;11;Male;72;Never or almost never;Somewhat Important;17;No, I have not participated;No;No;No;No;Yes;4;4;4;7;4;7;7;4;5;1;4;1;5
Very Bad;Very poorly;All;Nao;Região Norte;8;Female;57;More than once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;4;1;2;1;1;7;7;1;3;1;1;1;1
Very Bad;Poorly;All;Sim;Região Nordeste;11;Female;32;Once a month;Very Important;3;No, I have not participated;No;No;No;No;Yes;2;5;3;4;6;7;6;5;5;3;2;5;2
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Nao;Região Sul;11;Female;45;Once a month;Very Important;10;No, I have not participated;No;No;No;No;Yes;2;1;2;1;2;7;4;2;6;1;1;3;2
Very Bad;Poorly;All;Sim;Região Norte;11;Male;21;Once a month;Very Important;3;No, I have not participated;No;No;No;No;No;2;3;1;1;3;6;5;1;4;1;1;5;1
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Nao;Região Sudeste;11;Female;18;Once a month;Very Important;10;No, I have not participated;No;No;No;No;Yes;1;5;2;1;2;4;5;5;6;2;1;3;1
Bad;Neither well nor poorly;More than half of them;Sim;Região Nordeste;4;Female;54;Once a week;Very Important;8;No, I have not participated;No;No;Yes;No;Yes;1;3;2;2;3;7;5;2;4;2;7;6;5
Neither Good nor Bad (Fair);Very poorly;All;Sim;Região Sul;5;Female;42;More than once a week;Very Important;NA;Yes, I have participated;No;Yes;No;No;Yes;3;1;1;1;1;7;7;4;7;1;2;6;1
Very Bad;Very poorly;More than half of them;Sim;Região Centro-Oeste;11;Male;42;Once a week;Very Important;14;No, I have not participated;No;No;No;No;Yes;5;4;3;4;3;7;6;2;5;1;2;3;5
Very Bad;Very poorly;More than half of them;Sim;Região Nordeste;11;Female;31;Once a month;Very Important;6;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;4;1;1;2;1;1;1;1
Bad;Neither well nor poorly;More than half of them;Sim;Região Nordeste;8;Male;17;Never or almost never;Not Very Important;2;No, I have not participated;No;No;No;No;Yes;2;5;3;2;6;4;1;5;6;3;1;3;2
Very Bad;Neither well nor poorly;Half of them;Sim;Região Sudeste;4;Female;55;Once a week;Very Important;3;No, I have not participated;No;No;NA;No;No;5;7;6;2;4;7;6;NA;5;2;1;6;NA
Good;Neither well nor poorly;All;Sim;Região Sudeste;6;Male;49;More than once a week;Very Important;1;No, I have not participated;No;No;No;No;Yes;6;5;4;3;5;7;7;6;1;1;6;7;3
Good;Neither well nor poorly;More than half of them;Sim;Região Sudeste;16;Female;45;Once a month;Very Important;13;No, I have not participated;No;No;No;No;Yes;2;5;4;3;4;6;6;4;5;1;5;6;1
Bad;Poorly;All;Sim;Região Nordeste;8;Female;55;Once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;2;2;1;1;2;3;7;1;2;1;1;2;1
Very Bad;Very poorly;All;Nao;Região Sudeste;3;Male;27;Once a week;Very Important;5;No, I have not participated;No;No;No;No;No;1;3;1;2;2;7;5;1;1;1;1;2;1
Good;Neither well nor poorly;More than half of them;Nao;Região Sudeste;16;Male;44;More than once a week;Very Important;10;No, I have not participated;No;No;No;No;Yes;3;5;2;3;2;7;7;4;4;2;4;3;4
Very Bad;Very poorly;All;Sim;Região Sudeste;11;Male;38;Never or almost never;Very Important;14;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;7;6;1;4;1;1;1;1
Neither Good nor Bad (Fair);Poorly;More than half of them;Nao;Região Norte;11;Female;26;Once a week;Somewhat Important;2;No, I have not participated;No;No;No;No;Yes;3;5;3;2;2;6;7;4;3;4;3;5;3
Bad;Very poorly;All;Sim;Região Norte;11;Male;49;Once or twice a year;Very Important;6;Yes, I have participated;No;No;No;No;Yes;1;1;1;1;1;7;7;1;6;1;1;7;1
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Sul;11;Male;18;Once a week;Very Important;14;No, I have not participated;No;No;No;No;Yes;3;2;2;2;2;3;6;2;4;1;3;5;2
Very Bad;Neither well nor poorly;Less than half of them;Nao;Região Nordeste;11;Male;30;Never or almost never;Very Important;1;No, I have not participated;No;No;No;No;No;1;5;3;6;2;7;4;1;2;6;1;1;4
Bad;Poorly;More than half of them;Sim;Região Sudeste;11;Male;17;Once a month;Very Important;NA;No, I have not participated;No;No;No;No;No;3;3;1;3;3;7;6;3;5;1;1;3;3
Very Bad;Neither well nor poorly;More than half of them;Sim;Região Sudeste;7;Female;28;Never or almost never;Not Very Important;4;No, I have not participated;No;No;No;No;Yes;1;5;3;1;3;4;7;3;4;1;1;7;2
Very Bad;Neither well nor poorly;All;Nao;Região Sudeste;6;Male;34;Once a week;Very Important;12;No, I have not participated;No;No;No;No;Yes;5;NA;4;4;2;7;7;5;5;3;3;5;4
Neither Good nor Bad (Fair);Well;Less than half of them;Sim;Região Sudeste;11;Female;37;Once a week;Very Important;5;No, I have not participated;No;No;No;No;No;5;7;5;5;5;7;7;5;5;4;6;5;5
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Norte;9;Male;22;More than once a week;Very Important;4;No, I have not participated;Yes;No;No;Yes;Yes;5;1;4;1;7;7;7;6;6;4;3;7;6
Very Bad;Well;Half of them;Sim;Região Nordeste;1;Female;55;Never or almost never;Very Important;2;No, I have not participated;No;No;No;No;Yes;7;7;6;5;7;7;7;7;7;7;7;7;7
Bad;Neither well nor poorly;More than half of them;Nao;Região Nordeste;1;Male;54;Never or almost never;Very Important;5;No, I have not participated;No;No;No;No;Yes;2;6;3;2;2;7;5;3;5;2;1;3;2
Very Bad;Poorly;More than half of them;Nao;Região Centro-Oeste;11;Female;33;Never or almost never;Very Important;10;No, I have not participated;No;No;No;No;No;5;5;7;2;4;7;7;2;5;2;1;7;6
Neither Good nor Bad (Fair);Very poorly;NA;Nao;Região Sudeste;9;Female;44;Once a month;Very Important;2;No, I have not participated;No;No;No;No;No;6;5;4;3;6;5;7;5;7;4;NA;NA;7
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Norte;11;Male;23;Once a week;Somewhat Important;2;Yes, I have participated;No;No;No;No;Yes;1;1;4;4;4;7;5;4;2;2;4;6;4
Very Bad;Very poorly;More than half of them;Sim;Região Sudeste;4;Male;54;Never or almost never;Very Important;11;No, I have not participated;No;No;No;No;Yes;3;2;1;2;1;7;5;1;3;1;1;7;3
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Sudeste;11;Male;52;Once a month;Very Important;7;No, I have not participated;No;No;No;No;Yes;5;4;3;4;1;7;7;5;3;3;3;3;2
Neither Good nor Bad (Fair);Poorly;All;Sim;Região Sudeste;3;Female;45;More than once a week;Very Important;2;No, I have not participated;No;No;No;No;No;2;6;3;3;6;7;6;4;5;2;4;4;3
Bad;Poorly;More than half of them;Nao;Região Sudeste;7;Male;44;Once a month;Very Important;11;No, I have not participated;No;No;No;No;Yes;5;3;1;1;1;2;7;5;2;1;1;3;2
Very Bad;Very poorly;More than half of them;Sim;Região Sudeste;11;Female;24;Once or twice a year;Very Important;2;No, I have not participated;No;No;No;No;No;1;5;1;4;5;7;7;4;4;2;3;6;4
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Norte;1;Male;67;Once a week;Not Very Important;2;Yes, I have participated;No;No;Yes;No;No;5;7;6;3;5;7;4;2;6;3;5;1;3
Very Bad;Neither well nor poorly;More than half of them;Nao;Região Nordeste;8;Male;43;Once a month;Very Important;3;No, I have not participated;No;No;No;No;No;5;6;4;3;5;7;6;1;6;5;3;7;4
Bad;Neither well nor poorly;More than half of them;Sim;Região Nordeste;4;Female;29;Once a month;Very Important;2;No, I have not participated;No;No;No;No;Yes;4;6;3;1;5;7;2;4;5;6;3;7;5
Very Bad;Very poorly;All;Sim;Região Centro-Oeste;9;Male;45;Once a week;Very Important;15;No, I have not participated;No;No;No;No;Yes;1;1;2;3;6;7;7;2;1;1;2;7;1
Very Bad;Well;All;Sim;Região Sudeste;11;Female;61;More than once a week;Very Important;NA;No, I have not participated;No;No;No;No;Yes;1;7;2;7;5;7;7;5;4;5;3;1;4
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Nao;Região Sudeste;9;Male;16;Once a week;Somewhat Important;NA;Yes, I have participated;No;No;No;No;No;4;6;4;5;4;7;6;5;7;4;3;4;4
Neither Good nor Bad (Fair);Poorly;All;Sim;Região Sudeste;8;Female;42;More than once a week;Very Important;4;No, I have not participated;No;No;No;No;Yes;4;5;1;1;1;3;1;1;1;1;1;3;2
Neither Good nor Bad (Fair);Poorly;More than half of them;Sim;Região Sul;8;Female;33;Once a month;Not Very Important;4;No, I have not participated;No;No;Yes;No;Yes;2;5;2;1;1;3;2;1;1;1;1;5;1
Neither Good nor Bad (Fair);Very poorly;More than half of them;Sim;Região Sudeste;17;Male;40;Never or almost never;Not Important at All;17;No, I have not participated;No;No;No;No;Yes;2;7;4;2;2;7;7;2;7;1;2;1;1
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Sudeste;11;Female;35;Once a week;Very Important;3;No, I have not participated;No;Yes;Yes;No;Yes;5;7;7;7;7;7;6;6;2;7;7;5;7
Very Bad;Poorly;All;Sim;Região Sudeste;9;Female;16;Never or almost never;Very Important;3;Yes, I have participated;No;No;No;No;Yes;2;5;2;1;4;6;3;4;2;4;1;6;3
Bad;Neither well nor poorly;Half of them;Sim;Região Nordeste;4;Female;45;Once or twice a year;Very Important;3;No, I have not participated;No;No;No;No;Yes;3;6;4;2;5;7;7;3;7;6;2;6;5
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Sudeste;11;Female;44;Once a week;Very Important;15;Yes, I have participated;No;No;No;No;Yes;3;2;3;2;5;7;6;1;4;1;1;6;5
Very Bad;Very poorly;More than half of them;Nao;Região Sul;11;Female;29;Never or almost never;Somewhat Important;12;No, I have not participated;No;No;No;No;Yes;1;2;1;1;2;5;1;1;1;1;1;2;1
Bad;Neither well nor poorly;More than half of them;Sim;Região Nordeste;11;Male;19;Once a month;Very Important;3;Yes, I have participated;Yes;No;Yes;No;Yes;5;5;3;3;4;6;7;4;6;4;3;4;4
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Centro-Oeste;10;Male;18;Once or twice a year;Somewhat Important;3;Yes, I have participated;No;No;No;No;Yes;5;4;3;2;1;7;5;4;4;2;2;5;3
Bad;Neither well nor poorly;Less than half of them;Sim;Região Nordeste;9;Male;19;Never or almost never;Very Important;3;No, I have not participated;No;No;No;No;Yes;4;5;2;1;3;2;3;4;3;2;1;5;2
Neither Good nor Bad (Fair);Neither well nor poorly;All;Nao;Região Norte;7;Male;20;Once a month;Somewhat Important;15;No, I have not participated;Yes;No;No;Yes;Yes;1;4;2;1;3;7;5;2;2;1;1;3;2
NA;Poorly;All;Nao;Região Norte;12;Female;37;Once a week;Very Important;NA;No, I have not participated;No;No;No;No;Yes;2;5;2;6;4;7;1;3;2;1;4;6;1
Very Bad;Very poorly;All;Nao;Região Norte;6;Female;75;More than once a week;Very Important;7;No, I have not participated;No;No;No;No;No;7;2;5;6;4;3;2;7;2;1;6;5;1
Very Bad;Very poorly;All;Sim;Região Sudeste;11;Female;31;Never or almost never;Very Important;5;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;1;1;1;1;1;1;1;1
Very Bad;Poorly;More than half of them;Sim;Região Nordeste;11;Male;29;Once a month;Very Important;5;No, I have not participated;No;No;No;No;Yes;5;4;4;3;3;6;5;4;5;4;2;4;5
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Sul;8;Female;68;Once or twice a year;Very Important;3;No, I have not participated;No;No;No;No;No;2;4;2;2;3;4;6;3;4;3;4;5;3
Neither Good nor Bad (Fair);Neither well nor poorly;All;Nao;Região Sul;11;Female;37;Once a week;Very Important;12;No, I have not participated;No;No;No;No;Yes;3;4;1;2;2;6;4;1;4;1;1;1;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Norte;10;Male;64;More than once a week;Very Important;13;No, I have not participated;No;No;Yes;No;Yes;2;6;6;2;2;4;7;2;4;1;4;7;1
Very Bad;Very poorly;More than half of them;Sim;Região Sudeste;11;Female;53;More than once a week;Very Important;16;No, I have not participated;No;No;No;No;Yes;5;1;1;1;1;5;4;3;1;1;1;4;3
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Sul;16;Female;41;Once a month;Very Important;15;No, I have not participated;No;No;No;No;Yes;2;1;1;1;1;6;7;4;6;3;3;3;2
Good;Neither well nor poorly;More than half of them;Nao;Região Norte;2;Female;59;Once or twice a year;Very Important;2;No, I have not participated;No;No;No;No;No;6;7;6;5;5;7;7;7;6;4;7;5;3
Very Bad;Very poorly;More than half of them;Nao;Região Centro-Oeste;9;Female;58;More than once a week;Very Important;15;No, I have not participated;No;No;No;No;Yes;2;4;1;1;2;5;5;2;2;1;1;6;5
Very Bad;Neither well nor poorly;All;Sim;Região Centro-Oeste;4;Female;42;Once a month;Very Important;4;No, I have not participated;No;No;No;No;No;4;5;3;1;3;7;5;3;5;1;1;7;3
Neither Good nor Bad (Fair);NA;Half of them;Nao;Região Sul;5;Female;32;Once a month;Very Important;3;No, I have not participated;No;No;No;No;No;1;7;3;1;1;7;5;1;4;1;1;3;1
Very Bad;Very poorly;All;Nao;Região Sudeste;11;Female;64;Once a week;Very Important;4;No, I have not participated;No;No;No;No;Yes;6;1;1;1;1;5;5;1;5;1;3;6;1
Neither Good nor Bad (Fair);Very poorly;More than half of them;Sim;Região Norte;11;Female;18;Once a week;Somewhat Important;4;No, I have not participated;No;No;No;No;Yes;3;4;2;1;2;7;6;5;7;4;1;5;1
Very Bad;Very poorly;More than half of them;Sim;Região Nordeste;15;Female;30;Once a month;Very Important;4;No, I have not participated;No;No;No;No;Yes;3;1;1;1;1;3;1;1;2;1;1;7;1
Very Bad;Poorly;Half of them;Sim;Região Sudeste;10;Male;25;Once a week;Somewhat Important;5;No, I have not participated;No;No;No;No;Yes;2;7;1;4;7;7;7;1;1;1;1;5;1
Very Bad;Neither well nor poorly;More than half of them;Nao;Região Centro-Oeste;17;Female;51;Once a week;Very Important;NA;Yes, I have participated;No;No;No;No;Yes;1;1;2;1;5;7;7;4;3;3;1;2;6
Neither Good nor Bad (Fair);Poorly;More than half of them;Sim;Região Sudeste;6;Female;31;Once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;5;5;6;3;5;7;5;6;5;6;4;6;5
Neither Good nor Bad (Fair);Very poorly;Half of them;Sim;Região Norte;11;Male;20;Never or almost never;Very Important;12;Yes, I have participated;No;No;Yes;No;Yes;3;2;1;1;1;5;6;3;2;1;2;2;1
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Centro-Oeste;7;Female;24;Once a month;Somewhat Important;4;No, I have not participated;No;No;No;No;Yes;3;2;1;1;3;7;4;1;1;4;2;4;1
Neither Good nor Bad (Fair);Very Well;More than half of them;Nao;Região Sudeste;8;Male;26;Once or twice a year;Somewhat Important;7;No, I have not participated;Yes;No;Yes;No;Yes;6;3;4;1;6;7;7;7;5;1;4;3;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Sudeste;11;Female;69;Once a month;Very Important;9;No, I have not participated;Yes;No;No;No;Yes;1;1;1;1;1;7;4;2;2;1;1;3;1
Very Good;Very poorly;None;Sim;Região Sudeste;2;Female;57;Once a week;Very Important;2;No, I have not participated;No;No;No;No;No;5;3;1;7;2;4;5;6;7;4;3;1;4
Neither Good nor Bad (Fair);Very poorly;All;Nao;Região Sudeste;11;Male;33;Once a week;Very Important;5;No, I have not participated;No;No;No;No;Yes;5;6;2;2;5;7;7;2;7;1;7;6;5
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Nordeste;4;Female;59;Once a month;Very Important;3;No, I have not participated;NA;No;No;No;No;NA;NA;NA;NA;NA;6;7;4;3;2;1;2;4
Very Bad;Very poorly;More than half of them;Sim;Região Sul;11;Female;24;Never or almost never;Not Very Important;7;No, I have not participated;No;No;No;No;No;2;4;3;1;1;2;2;1;4;1;1;6;1
Very Bad;Very poorly;All;Sim;Região Nordeste;6;Female;53;Once a week;Very Important;2;No, I have not participated;No;No;Yes;No;Yes;1;2;4;5;6;7;7;1;1;1;1;1;1
Very Bad;Very poorly;All;Sim;Região Sudeste;11;Male;23;More than once a week;Very Important;11;No, I have not participated;No;No;No;No;No;2;1;1;1;1;7;4;1;4;1;1;4;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Nao;Região Sudeste;8;Male;16;More than once a week;Very Important;NA;No, I have not participated;Yes;No;No;Yes;Yes;5;2;6;2;1;4;1;1;1;2;1;4;3
Neither Good nor Bad (Fair);Poorly;All;Sim;Região Norte;11;Male;40;Once a week;Very Important;5;Yes, I have participated;No;No;No;No;Yes;4;5;4;1;6;7;7;4;1;1;3;7;4
Neither Good nor Bad (Fair);Poorly;More than half of them;Sim;Região Sudeste;12;Female;39;Once or twice a year;Somewhat Important;NA;No, I have not participated;No;No;No;No;Yes;5;4;2;1;4;3;5;2;4;1;3;4;5
Neither Good nor Bad (Fair);Very poorly;More than half of them;Nao;Região Centro-Oeste;8;Male;55;Once a week;Very Important;NA;No, I have not participated;No;No;No;No;Yes;4;2;1;1;1;7;7;1;7;1;3;7;1
